building,well,depth_level,time,ch4,ch4_peak,co2,o2,h2s,co,bal,well pressure,field_notes,voc,lel,comments
Edifício I-1    Parte 1,PMG-114,B,2014-04-14,0.058,0.058,0.015,0.202,0.0,0.0,0.757,-0.29,,0.0,,
Edifício I-1    Parte 1,PMG-115,A,2014-04-14,0.0,0.0,0.028,0.185,0.0,0.0,0.787,-0.01,,0.0,,
Edifício I-1    Parte 1,PMG-115,B,2014-04-14,0.0,0.0,0.053,0.165,0.0,0.0,0.781,-0.07,,0.0,,
Edifício I-1    Parte 2,PMG-14,A,2014-04-14,0.0,0.0,0.025,0.188,0.0,0.0,0.787,0.0,,0.0,,
Edifício I-1    Parte 2,PMG-14,B,2014-04-14,0.0,0.0,0.126,0.07,0.0,0.0,0.804,-0.0003,,0.0,,
Edifício I-1    Parte 2,PMG-21,A,2014-04-14,0.0,0.0,0.075,0.135,0.0,0.0,0.79,0.0002,,0.0,,
Edifício I-1    Parte 2,PMG-21,B,2014-04-14,0.0,0.0,0.082,0.127,0.0,0.0,0.791,-0.0009,,0.0,,
Edifício I-1    Parte 2,PMG-15,A,2014-04-14,0.0,0.0,0.065,0.12,0.0,0.0,0.802,0.0001,,0.0,,
Edifício I-1    Parte 2,PMG-15,B,2014-04-14,0.0,0.0,0.002,0.218,0.0,0.0,0.78,0.0003,,0.0,,
Edifício I-1    Parte 2,PMG-13,A,2014-04-14,0.0,0.0,0.055,0.16,0.0,0.0,0.785,0.0005,,0.0,,
Edifício I-1    Parte 2,PMG-13,B,2014-04-14,0.0,0.0,0.086,0.127,0.0,0.0,0.787,-0.0007,,0.0,,
Edifício I-1    Parte 2,PMG-19,A,2014-04-14,0.0,0.0,0.025,0.188,0.0,0.0,0.787,-0.0002,,0.0,,
Edifício I-1    Parte 2,PMG-19,B,2014-04-14,0.0,0.0,0.045,0.164,0.0,0.0,0.791,-0.0004,,0.0,,
Edifício I-1    Parte 2,PMG-11,A,2014-04-14,0.0,0.0,0.032,0.174,0.0,0.0,0.794,0.0003,,0.0,,
Edifício I-1    Parte 2,PMG-11,B,2014-04-14,0.242,0.273,0.11,0.085,0.02,0.0,0.563,-0.0009,,0.0,,
Edifício I-1    Parte 2,PMG-12,A,2014-04-14,0.0,0.0,0.05,0.14,0.0,0.0,0.801,0.0,,0.0,,
Edifício I-1    Parte 2,PMG-12,B,2014-04-14,0.0,0.0,0.001,0.208,0.0,0.0,0.791,-0.0007,,0.0,,
Edifício I-1    Parte 2,PMG-24,A,2014-04-14,0.0,0.0,0.028,0.185,0.0,0.0,0.787,0.0008,,0.0,,
Edifício I-1    Parte 2,PMG-24,B,2014-04-14,0.0,0.0,0.033,0.182,0.0,0.0,0.785,0.0002,,0.0,,
I-3 Auditórios,PMG-25,A,2014-04-14,0.0,0.0,0.025,0.188,0.0,0.0,0.787,0.01,,0.0,,
I-3 Auditórios,PMG-25,B,2014-04-14,0.0,0.0,0.082,0.127,0.0,0.0,0.791,-0.02,,0.0,,
I-3 Auditórios,PMG-26,A,2014-04-14,0.0,0.0,0.001,0.219,0.0,0.0,0.78,-0.01,,0.0,,
I-3 Auditórios,PMG-26,B,2014-04-14,0.0,0.0,0.041,0.17,0.0,0.0,0.789,0.02,,0.0,,
I-3 Auditórios,PMG-27,A,2014-04-14,0.0,0.0,0.019,0.198,0.0,0.0,0.783,-0.02,,0.0,,
I-3 Auditórios,PMG-27,B,2014-04-14,0.0,0.0,0.081,0.178,0.0,0.0,0.791,0.01,,0.0,,
I-3 Auditórios,PMG-28,A,2014-04-14,0.0,0.0,0.053,0.165,0.0,0.0,0.781,-0.03,,0.0,,
I-3 Auditórios,PMG-28,B,2014-04-14,0.0,0.0,0.126,0.07,0.0,0.0,0.804,0.0,,0.0,,
I-3 Auditórios,PMG-29,A,2014-04-14,0.0,0.0,0.002,0.216,0.0,0.0,0.788,0.02,,0.0,,
I-3 Auditórios,PMG-29,B,2014-04-14,0.0,0.0,0.07,0.125,0.0,0.0,0.805,0.0,,0.0,,
I-3 Auditórios,PMG-44,A,2014-04-14,0.0,0.0,0.01,0.2,0.0,0.0,0.8,-0.01,,0.0,,
I-3 Auditórios,PMG-44,B,2014-04-14,0.0,0.0,0.065,0.12,0.0,0.0,0.802,0.01,,0.0,,
I-3 Auditórios,PMG-45,A,2014-04-14,0.0,0.0,0.001,0.219,0.0,0.0,0.78,-0.02,,0.0,,
I-3 Auditórios,PMG-45,B,2014-04-14,0.0,0.0,0.002,0.218,0.0,0.0,0.78,0.0,,0.0,,
I-3 Biblioteca,PMG-30,A,2014-04-14,0.0,0.0,0.004,0.21,0.0,0.0,0.786,0.0002,,0.0,,
I-3 Biblioteca,PMG-30,B,2014-04-14,0.0,0.0,0.115,0.088,0.0,0.0,0.797,-0.0005,,1.0,,
I-3 Biblioteca,PMG-31,A,2014-04-14,0.0,0.0,0.009,0.203,0.0,0.0,0.788,0.0006,,0.0,,
I-3 Biblioteca,PMG-31,B,2014-04-14,0.02,0.025,0.117,0.078,0.0,0.0,0.785,0.0002,,0.0,,
I-3 Biblioteca,PMG-32,A,2014-04-14,0.0,0.0,0.008,0.205,0.0,0.0,0.787,0.0005,,0.0,,
I-3 Biblioteca,PMG-32,B,2014-04-14,0.0,0.0,0.119,0.091,0.0,0.0,0.79,-0.0005,,0.0,,
I-3 Biblioteca,PMG-33,A,2014-04-14,0.0,0.0,0.005,0.208,0.0,0.0,0.787,0.0002,,0.0,,
I-3 Biblioteca,PMG-33,B,2014-04-14,0.0,0.0,0.161,0.039,0.0,0.0,0.8,0.001,,0.0,,
I-3 Biblioteca,PMG-34,A,2014-04-14,0.0,0.0,0.006,0.203,0.0,0.0,0.791,-0.0002,,0.0,,
I-3 Biblioteca,PMG-34,B,2014-04-14,0.0,0.0,0.055,0.161,0.0,0.0,0.784,0.0005,,0.0,,
I-3 Biblioteca,PMG-35,A,2014-04-14,0.0,0.0,0.002,0.216,0.0,0.0,0.782,-0.0001,,0.0,,
I-3 Biblioteca,PMG-35,B,2014-04-14,0.0,0.0,0.038,0.178,0.0,0.0,0.784,-0.0002,,0.0,,
I-3 Biblioteca,PMG-36,A,2014-04-14,0.0,0.0,0.007,0.203,0.0,0.0,0.79,0.0,,0.0,,
I-3 Biblioteca,PMG-36,B,2014-04-14,0.0,0.0,0.117,0.084,0.0,0.0,0.799,0.0003,,0.0,,
I-3 Biblioteca,PMG-37,A,2014-04-14,0.0,0.0,0.01,0.21,0.0,0.0,0.78,0.0001,,0.0,,
I-3 Biblioteca,PMG-37,B,2014-04-14,0.0,0.0,0.044,0.173,0.0,0.0,0.783,-0.0003,,0.0,,
I-3 Biblioteca,PMG-38,A,2014-04-14,0.0,0.0,0.008,0.195,0.0,0.0,0.797,0.0001,,0.0,,
I-3 Biblioteca,PMG-38,B,2014-04-14,0.0,0.0,0.02,0.202,0.0,0.0,0.778,0.0011,,0.0,,
I-3 Biblioteca,PMG-39,A,2014-04-14,0.0,0.0,0.022,0.204,0.0,0.0,0.774,0.0,,0.0,,
I-3 Biblioteca,PMG-39,B,2014-04-14,0.042,0.044,0.115,0.08,0.0,0.0,0.763,-0.0001,,0.0,,
I-3 Biblioteca,PMG-40,A,2014-04-14,0.0,0.0,0.001,0.213,0.0,0.0,0.783,0.0,,0.0,,
I-3 Biblioteca,PMG-40,B,2014-04-14,0.0,0.0,0.015,0.202,0.0,0.0,0.783,0.0001,,0.0,,
I-3 Biblioteca,PMG-41,A,2014-04-14,0.0,0.0,0.002,0.215,0.0,0.0,0.783,0.0003,,0.0,,
I-3 Biblioteca,PMG-41,B,2014-04-14,0.0,0.0,0.002,0.213,0.0,0.0,0.785,0.0,,0.0,,
I-3 Biblioteca,PMG-42,A,2014-04-14,0.0,0.0,0.027,0.185,0.0,0.0,0.788,0.0009,,0.0,,
I-3 Biblioteca,PMG-42,B,2014-04-14,0.007,0.007,0.176,0.004,0.0,0.0,0.813,-0.0004,,1.2,,
I-3 Biblioteca,PMG-43,A,2014-04-14,0.0,0.0,0.032,0.184,0.0,0.0,0.784,0.0014,,0.0,,
I-3 Biblioteca,PMG-43,B,2014-04-14,0.0,0.0,0.001,0.213,0.0,0.0,0.786,0.0,,0.0,,
Edifício I-4 ,PMG-63,A,2014-04-14,0.0,0.0,0.001,0.213,0.0,0.0,0.786,-0.01,,0.0,,
Edifício I-4 ,PMG-63,B,2014-04-14,0.0,0.0,0.053,0.139,0.0,0.0,0.808,-0.01,,0.0,,
Edifício I-4 ,PMG-64,A,2014-04-14,0.0,0.0,0.001,0.214,0.0,0.0,0.785,0.09,,0.0,,
Edifício I-4 ,PMG-64,B,2014-04-14,0.0,0.0,0.002,0.212,0.0,0.0,0.786,-0.01,,0.0,,
Edifício I-4 ,PMG-65,A,2014-04-14,0.0,0.0,0.001,0.213,0.0,0.0,0.786,0.0,,0.0,,
Edifício I-4 ,PMG-65,B,2014-04-14,0.0,0.0,0.001,0.213,0.0,0.0,0.786,0.02,,0.0,,
Edifício I-4 ,PMG-66,A,2014-04-14,0.0,0.0,0.002,0.215,0.0,0.0,0.783,0.01,,0.0,,
Edifício I-4 ,PMG-66,B,2014-04-14,0.0,0.0,0.001,0.214,0.0,0.0,0.785,-0.1,,0.0,,
Edifício I-4 ,PMG-67,A,2014-04-14,0.0,0.0,0.001,0.215,0.0,0.0,0.784,-0.01,,0.0,,
Edifício I-4 ,PMG-67,B,2014-04-14,0.0,0.0,0.001,0.204,0.0,0.0,0.774,0.02,,0.0,,
Edifício I-4 ,PMG-68,A,2014-04-14,0.0,0.0,0.001,0.214,0.0,0.0,0.785,-0.01,,0.0,,
Edifício I-4 ,PMG-68,B,2014-04-14,0.0,0.0,0.001,0.215,0.0,0.0,0.784,-0.02,,0.0,,
Edifício I-4 ,PMG-69,A,2014-04-14,0.0,0.0,0.001,0.215,0.0,0.0,0.784,-0.03,,0.0,,
Edifício I-4 ,PMG-69,B,2014-04-14,0.014,0.035,0.033,0.171,0.0,0.0,0.782,0.03,,0.0,,
Edifício I-4 ,PMG-77,A,2014-04-14,0.0,0.0,0.002,0.215,0.0,0.0,0.783,0.0,,0.0,,
Edifício I-4 ,PMG-77,B,2014-04-14,0.0,0.0,0.004,0.214,0.0,0.0,0.782,-0.06,,0.0,,
Edifício I-4 ,PMG-78,A,2014-04-14,0.0,0.0,0.002,0.214,0.0,0.0,0.784,-0.01,,0.0,,
Edifício I-4 ,PMG-78,B,2014-04-14,0.0,0.0,0.001,0.216,0.0,0.0,0.783,0.0,,0.0,,
Edifício I-4 ,PMG-79,A,2014-04-14,0.0,0.0,0.001,0.216,0.0,0.0,0.783,0.02,,0.0,,
Edifício I-4 ,PMG-79,B,2014-04-14,0.0,0.0,0.007,0.211,0.0,0.0,0.782,-0.01,,0.0,,
Edifício I-4 ,PMG-80,A,2014-04-14,0.0,0.0,0.001,0.215,0.0,0.0,0.784,0.0,,0.0,,
Edifício I-4 ,PMG-80,B,2014-04-14,0.0,0.0,0.001,0.216,0.0,0.0,0.783,-0.04,,0.0,,
Edifício I-4 ,PMG-81,A,2014-04-14,0.0,0.0,0.001,0.214,0.0,0.0,0.785,-0.01,,0.0,,
Edifício I-4 ,PMG-81,B,2014-04-14,0.0,0.0,0.001,0.216,0.0,0.0,0.783,-0.0057,,0.0,,
Conjunto Laboratorial,PMG-46,A,2014-04-14,0.0,0.0,0.008,0.21,0.0,0.0,0.782,-0.0017,,0.0,,
Conjunto Laboratorial,PMG-46,B,2014-04-14,0.0,0.0,0.001,0.219,0.0,0.0,0.78,0.0003,,0.0,,
Conjunto Laboratorial,PMG-47,A,2014-04-14,0.0,0.0,0.002,0.218,0.0,0.0,0.78,0.0015,,0.0,,
Conjunto Laboratorial,PMG-47,B,2014-04-14,0.0,0.0,0.102,0.071,0.0,0.0,0.827,-0.0006,,0.0,,
Conjunto Laboratorial,PMG-48,A,2014-04-14,0.0,0.0,0.022,0.2,0.0,0.0,0.778,-0.0009,,0.0,,
Conjunto Laboratorial,PMG-48,B,2014-04-14,0.0,0.005,0.001,0.219,0.0,0.0,0.78,0.0001,,0.0,,
Conjunto Laboratorial,PMG-49,A,2014-04-14,0.0,0.0,0.006,0.215,0.0,0.0,0.779,-0.003,,0.0,,
Conjunto Laboratorial,PMG-49,B,2014-04-14,0.0,0.0,0.001,0.22,0.0,0.0,0.779,0.0003,,0.0,,
Conjunto Laboratorial,PMG-50,A,2014-04-14,0.0,0.0,0.002,0.215,0.0,0.0,0.783,0.0001,,0.0,,
Conjunto Laboratorial,PMG-50,B,2014-04-14,0.418,0.641,0.122,0.077,0.01,0.0,0.392,-0.0001,,0.0,,
Conjunto Laboratorial,PMG-51,A,2014-04-14,0.0,0.0,0.012,0.201,0.0,0.0,0.787,-0.0007,,0.0,,
Conjunto Laboratorial,PMG-51,B,2014-04-14,0.0,0.009,0.001,0.218,0.0,0.0,0.781,-0.0005,,0.0,,
Conjunto Laboratorial,PMG-52,A,2014-04-14,0.0,0.0,0.001,0.219,0.0,0.0,0.78,0.0003,,0.0,,
Conjunto Laboratorial,PMG-52,B,2014-04-14,0.0,0.0,0.002,0.214,0.0,0.0,0.784,0.0009,,0.0,,
Conjunto Laboratorial,PMG-53,A,2014-04-14,0.0,0.0,0.001,0.218,0.0,0.0,0.781,0.0004,,0.0,,
Conjunto Laboratorial,PMG-53,B,2014-04-14,0.009,0.009,0.06,0.089,0.0,0.0,0.842,-0.0014,,0.0,,
Conjunto Laboratorial,PMG-54,A,2014-04-14,0.0,0.0,0.004,0.211,0.0,0.0,0.785,-0.0008,,0.0,,
Conjunto Laboratorial,PMG-54,B,2014-04-14,0.023,0.023,0.032,0.107,0.0,0.0,0.838,-0.0003,,0.0,,
Conjunto Laboratorial,PMG-55,A,2014-04-14,0.0,0.0,0.004,0.214,0.0,0.0,0.782,0.0002,,0.0,,
Conjunto Laboratorial,PMG-55,B,2014-04-14,0.014,0.022,0.054,0.138,0.0,0.0,0.795,0.0003,,0.0,,
Conjunto Laboratorial,PMG-56,A,2014-04-14,0.0,0.0,0.001,0.216,0.0,0.0,0.783,-0.0009,,0.3,,
Conjunto Laboratorial,PMG-56,B,2014-04-14,0.0,0.0,0.039,0.15,0.0,0.0,0.811,-0.0001,,0.9,,
Conjunto Laboratorial,PMG-57,A,2014-04-14,0.0,0.0,0.002,0.215,0.0,0.0,0.783,-0.001,,0.0,,
Conjunto Laboratorial,PMG-57,B,2014-04-14,0.02,0.035,0.108,0.207,0.0,0.0,0.765,0.0003,,0.0,,
Conjunto Laboratorial,PMG-58,A,2014-04-14,0.0,0.0,0.001,0.217,0.0,0.0,0.782,-0.0004,,0.0,,
Conjunto Laboratorial,PMG-58,B,2014-04-14,0.0,0.0,0.036,0.164,0.0,0.0,0.8,-0.0005,,0.0,,
Conjunto Laboratorial,PMG-59,A,2014-04-14,0.0,0.0,0.002,0.215,0.0,0.0,0.783,-0.0017,,0.0,,
Conjunto Laboratorial,PMG-59,B,2014-04-14,0.32,0.32,0.114,0.099,0.0,0.0,0.467,-0.0011,,0.0,,
Conjunto Laboratorial,PMG-60,A,2014-04-14,0.0,0.0,0.002,0.215,0.0,0.0,0.783,-0.0004,,0.0,,
Conjunto Laboratorial,PMG-60,B,2014-04-14,0.015,0.071,0.018,0.183,0.0,0.0,0.784,-0.0007,,0.0,,
Conjunto Laboratorial,PMG-61,A,2014-04-14,0.0,0.0,0.003,0.215,0.0,0.0,0.782,0.0,,0.0,,
Conjunto Laboratorial,PMG-61,B,2014-04-14,0.256,0.275,0.097,0.081,0.0,0.0,0.566,0.0004,,0.0,,
Conjunto Laboratorial,PMG-62,A,2014-04-14,0.0,0.0,0.001,0.218,0.0,0.0,0.781,-0.0006,,0.0,,
Conjunto Laboratorial,PMG-62,B,2014-04-14,0.0,0.007,0.001,0.215,0.0,0.0,0.784,0.0007,,0.0,,
Bloco Inicial (conjunto didático),PMG-01,A,2014-04-14,0.0,0.0,0.005,0.208,0.0,0.0,0.787,0.06,,0.0,,
Bloco Inicial (conjunto didático),PMG-01,B,2014-04-14,0.0,0.0,0.001,0.216,0.0,0.0,0.783,0.01,,0.0,,
Bloco Inicial (conjunto didático),PMG-02,A,2014-04-14,0.0,0.0,0.001,0.218,0.0,0.0,0.781,0.03,,0.0,,
Bloco Inicial (conjunto didático),PMG-02,B,2014-04-14,0.0,0.0,0.002,0.217,0.0,0.0,0.781,0.01,,0.4,,
Bloco Inicial (conjunto didático),PMG-03,A,2014-04-14,0.0,0.0,0.028,0.184,0.0,0.0,0.788,0.06,,0.0,,
Bloco Inicial (conjunto didático),PMG-03,B,2014-04-14,0.0,0.241,0.001,0.217,0.0,0.0,0.782,0.22,,0.0,,
Bloco Inicial (conjunto didático),PMG-04,A,2014-04-14,0.0,0.0,0.006,0.211,0.0,0.0,0.783,-0.03,,0.0,,
Bloco Inicial (conjunto didático),PMG-04,B,2014-04-14,0.0,0.0,0.0001,0.218,0.0,0.0,0.781,0.0,,0.0,,
Bloco Inicial (conjunto didático),PMG-05,A,2014-04-14,0.0,0.0,0.001,0.214,0.0,0.0,0.785,-0.05,,0.0,,
Bloco Inicial (conjunto didático),PMG-05,B,2014-04-14,0.0,0.0,0.002,0.213,0.0,0.0,0.785,-0.03,,0.0,,
Bloco Inicial (conjunto didático),PMG-06,A,2014-04-14,0.0,0.0,0.001,0.21,0.0,0.0,0.789,0.01,,0.0,,
Bloco Inicial (conjunto didático),PMG-06,B,2014-04-14,0.0,0.0,0.001,0.213,0.0,0.0,0.786,0.0,,0.0,,
Bloco Inicial (conjunto didático),PMG-07,A,2014-04-14,0.0,0.0,0.001,0.214,0.0,0.0,0.785,0.09,,0.0,,
Bloco Inicial (conjunto didático),PMG-07,B,2014-04-14,0.0,0.0,0.002,0.217,0.0,0.0,0.781,0.0,,0.0,,
Bloco Inicial (conjunto didático),PMG-08,A,2014-04-14,0.0,0.0,0.002,0.212,0.0,0.0,0.786,0.12,,,,
Bloco Inicial (conjunto didático),PMG-08,B,2014-04-14,0.0,0.043,0.001,0.219,0.0,0.0,0.78,0.11,,,,
Bloco Inicial (conjunto didático),PMG-09,A,2014-04-14,0.019,0.019,0.081,0.095,0.0,0.0,0.805,-0.04,,0.0,,
Bloco Inicial (conjunto didático),PMG-09,B,2014-04-14,0.0,0.007,0.001,0.218,0.0,0.0,0.781,0.09,,0.0,,
Bloco Inicial (conjunto didático),PMG-10,A,2014-04-14,0.0,0.0,0.027,0.173,0.0,0.0,0.8,-0.01,,0.0,,
Bloco Inicial (conjunto didático),PMG-10,B,2014-04-14,0.0,0.0,0.001,0.218,0.0,0.0,0.782,-0.14,,0.0,,
Bloco Inicial (conjunto didático),PMG-84,A,2014-04-14,0.0,0.0,0.003,0.217,0.0,0.0,0.78,-0.01,,0.0,,
Bloco Inicial (conjunto didático),PMG-84,B,2014-04-14,0.0,0.0,0.019,0.194,0.0,0.0,0.788,0.0,,0.0,,
Bloco Inicial (conjunto didático),PMG-85,A,2014-04-14,0.0,0.0,0.015,0.201,0.0,0.0,0.784,-0.11,,0.0,,
Bloco Inicial (conjunto didático),PMG-85,B,2014-04-14,0.0,0.0,0.01,0.2,0.0,0.0,0.79,-0.13,,0.0,,
Bloco Inicial (conjunto didático),PMG-86,A,2014-04-14,0.0,0.0,0.009,0.213,0.0,0.0,0.778,-0.11,,0.0,,
Bloco Inicial (conjunto didático),PMG-86,B,2014-04-14,0.0,0.0,0.016,0.204,0.0,0.0,0.781,-0.08,,0.0,,
Bloco Inicial (conjunto didático),PMG-87,A,2014-04-14,0.0,0.0,0.002,0.2,0.0,0.0,0.798,0.01,,0.0,,
Bloco Inicial (conjunto didático),PMG-87,B,2014-04-14,0.0,0.0,0.05,0.151,0.0,0.0,0.799,0.05,,0.0,,
Enfermaria,PMG-70,A,2014-04-14,0.0,0.0,0.001,0.211,0.0,0.0,0.788,0.0,,,,
Enfermaria,PMG-70,B,2014-04-14,0.0,0.0,0.001,0.214,0.0,0.0,0.781,-0.0003,,,,
Enfermaria,PMG-71,A,2014-04-14,0.0,0.0,0.001,0.215,0.0,0.0,0.784,0.0002,,,,
Enfermaria,PMG-71,B,2014-04-14,0.0,0.0,0.001,0.214,0.0,0.0,0.786,0.0003,,,,
Enfermaria,PMG-72,A,2014-04-14,0.0,0.0,0.001,0.213,0.0,0.0,0.786,0.0011,,,,
Enfermaria,PMG-72,B,2014-04-14,0.0,0.0,0.003,0.202,0.0,0.0,0.795,0.0,,,,
Enfermaria,PMG-73,A,2014-04-14,0.0,0.0,0.001,0.213,0.0,0.0,0.786,0.0003,,,,
Enfermaria,PMG-73,B,2014-04-14,0.0,0.0,0.001,0.213,0.0,0.0,0.786,-0.0007,,,,
Enfermaria,PMG-74,A,2014-04-14,0.0,0.0,0.003,0.203,0.0,0.0,0.794,-0.0002,,,,
Enfermaria,PMG-74,B,2014-04-14,0.001,0.001,0.001,0.193,0.0,0.0,0.805,0.0003,,,,
Enfermaria,PMG-75,A,2014-04-14,0.0,0.0,0.001,0.213,0.0,0.0,0.786,-0.0008,,,,
Enfermaria,PMG-75,B,2014-04-14,0.0,0.0,0.015,0.157,0.0,0.0,0.828,-0.0005,,,,
Enfermaria,PMG-76,A,2014-04-14,0.0,0.0,0.003,0.213,0.0,0.0,0.781,-0.0019,,,,
Enfermaria,PMG-76,B,2014-04-14,0.0,0.0,0.038,0.129,0.0,0.0,0.833,-0.0011,,,,
CAT,PMG-82,A,2014-04-14,0.0,0.0,0.141,0.052,0.0,0.0,0.807,-0.03,,,,
CAT,PMG-82,B,2014-04-14,0.016,0.016,0.165,0.047,0.0,0.0,0.772,-0.09,,,,
CAT,PMG-83,A,2014-04-14,0.0,0.0,0.07,0.115,0.0,0.0,0.815,0.04,,,,
CAT,PMG-83,B,2014-04-14,0.001,0.001,0.055,0.153,0.0,0.0,0.791,-0.07,,,,
CAT,PMG-94,A,2014-04-14,0.0,0.0,0.01,0.205,0.0,0.0,0.785,0.2,,,,
CAT,PMG-94,B,2014-04-14,0.01,0.01,0.114,0.095,0.0,0.0,0.781,0.02,,,,
CAT,PMG-95,A,2014-04-14,0.04,0.04,0.065,0.055,0.0,0.0,0.84,0.0,,,,
CAT,PMG-95,B,2014-04-14,0.005,0.005,0.124,0.036,0.0,0.0,0.834,-0.06,,,,
CAT,PMG-96,A,2014-04-14,0.0,0.0,0.002,0.207,0.0,0.0,0.721,-0.1,,,,
CAT,PMG-96,B,2014-04-14,0.028,0.028,0.043,0.127,0.0,0.0,0.802,-0.04,,,,
CAT,PMG-97,A,2014-04-14,0.0,0.0,0.009,0.203,0.0,0.0,0.788,0.01,,,,
CAT,PMG-97,B,2014-04-14,0.07,0.07,0.088,0.104,0.003,0.0,0.738,0.0,,,,
CAT,PMG-98,A,2014-04-14,0.0,0.0,0.005,0.21,0.0,0.0,0.785,0.12,,,,
CAT,PMG-98,B,2014-04-14,0.0,0.0,0.025,0.177,0.0,0.0,0.798,0.15,,,,
Incubadora,PMG-88,A,2014-04-14,0.0,0.0,0.034,0.194,0.0,0.0,0.772,0.0,,,,
Incubadora,PMG-88,B,2014-04-14,0.0,0.0,0.034,0.19,0.0,0.0,0.776,0.01,,,,
Incubadora,PMG-89,A,2014-04-14,0.0,0.0,0.003,0.214,0.0,0.0,0.783,-0.03,,,,
Incubadora,PMG-89,B,2014-04-14,0.0,0.0,0.039,0.172,0.0,0.0,0.789,0.01,,,,
Incubadora,PMG-90,A,2014-04-14,0.0,0.0,0.011,0.203,0.0,0.0,0.786,0.08,,,,
Incubadora,PMG-90,B,2014-04-14,0.0,0.0,0.042,0.159,0.0,0.0,0.799,0.06,,,,
Incubadora,PMG-91,A,2014-04-14,0.0,0.0,0.068,0.118,0.0,0.0,0.814,0.06,,,,
Incubadora,PMG-91,B,2014-04-14,0.0,0.0,0.009,0.203,0.0,0.0,0.788,-0.03,,,,
Incubadora,PMG-92,A,2014-04-14,0.0,0.0,0.006,0.203,0.0,0.0,0.791,-0.05,,,,
Incubadora,PMG-92,B,2014-04-14,0.0,0.0,0.045,0.154,0.0,0.0,0.801,0.01,,,,
Incubadora,PMG-93,A,2014-04-14,0.0,0.0,0.008,0.21,0.0,0.0,0.782,0.03,,,,
Incubadora,PMG-93,B,2014-04-14,0.0,0.0,0.033,0.179,0.0,0.0,0.788,0.02,,,,
Ginásio Poliesportivo,PMG-102,,2014-04-14,0.001,0.0,0.001,0.213,0.0,0.0,0.785,0.0,,,,
Ginásio Poliesportivo,PMG-103,,2014-04-14,0.0,0.0,0.001,0.214,0.0,0.0,0.785,0.08,,,,
Ginásio Poliesportivo,PMG-104,,2014-04-14,0.0,0.0,0.002,0.204,0.0,0.0,0.794,-0.02,,,,
Ginásio Poliesportivo,PMG-105,,2014-04-14,0.0,0.001,0.021,0.199,0.0,0.0,0.78,0.04,,,,
Ginásio Poliesportivo,PMG-106,,2014-04-14,0.0,0.001,0.002,0.207,0.0,0.0,0.802,-0.01,,,,
Ginásio Poliesportivo,PMG-107,,2014-04-14,0.0,0.0,0.006,0.203,0.0,0.0,0.791,0.0,,,,
Ginásio Poliesportivo,PMG-108,,2014-04-14,0.0,0.0,0.001,0.213,0.0,0.0,0.785,-0.02,,,,
Ginásio Poliesportivo,PMG-109,A,2014-04-14,0.0,0.0,0.002,0.204,0.0,0.0,0.794,-0.01,,,,
Ginásio Poliesportivo,PMG-109,B,2014-04-14,0.0,0.0,0.034,0.19,0.0,0.0,0.776,0.0,,,,
Ginásio Poliesportivo,PMG-110,A,2014-04-14,0.0,0.0,0.001,0.213,0.0,0.0,0.785,0.01,,,,
Ginásio Poliesportivo,PMG-110,B,2014-04-14,0.037,0.0,0.081,0.082,0.0,0.0,0.8,-0.01,,,,
Ginásio Poliesportivo,PMG-111,A,2014-04-14,0.0,0.0,0.007,0.203,0.0,0.0,0.79,0.0,,,,
Ginásio Poliesportivo,PMG-111,B,2014-04-14,0.0,0.0,0.01,0.189,0.0,0.0,0.801,-0.02,,,,
Ginásio Poliesportivo,PMG-112,,2014-04-14,0.001,0.0,0.002,0.211,0.0,0.0,0.787,-0.01,,,,
Edifício I-1    Parte 1,PMG-16,A,2014-04-22,0.0,0.0,0.096,0.118,0.0,0.0,0.786,0.07,,0.0,,
Edifício I-1    Parte 1,PMG-16,B,2014-04-22,0.0,0.0,0.09,0.123,0.0,0.0,0.787,-0.03,,0.0,,
Edifício I-1    Parte 1,PMG-17,A,2014-04-22,0.0,0.0,0.07,0.135,0.0,0.0,0.795,0.01,,0.0,,
Edifício I-1    Parte 1,PMG-17,B,2014-04-22,0.0,0.0,0.041,0.171,0.0,0.0,0.788,0.05,,0.0,,
Edifício I-1    Parte 1,PMG-18,A,2014-04-22,0.0,0.0,0.001,0.215,0.0,0.0,0.784,0.03,,0.0,,
Edifício I-1    Parte 1,PMG-18,B,2014-04-22,0.0,0.0,0.041,0.172,0.0,0.0,0.787,0.02,,0.0,,
Edifício I-1    Parte 1,PMG-20,A,2014-04-22,0.0,0.0,0.002,0.217,0.0,0.0,0.781,0.03,,0.0,,
Edifício I-1    Parte 1,PMG-20,B,2014-04-22,0.0,0.0,0.007,0.213,0.0,0.0,0.78,0.09,,0.0,,
Edifício I-1    Parte 1,PMG-22,A,2014-04-22,0.0,0.0,0.001,0.218,0.0,0.0,0.781,0.06,,0.0,,
Edifício I-1    Parte 1,PMG-22,B,2014-04-22,0.0,0.0,0.168,0.129,0.0,0.0,0.803,0.08,,0.0,,
Edifício I-1    Parte 1,PMG-23,A,2014-04-22,0.0,0.0,0.013,0.799,0.0,0.0,0.788,0.03,,0.0,,
Edifício I-1    Parte 1,PMG-23,B,2014-04-22,0.0,0.0,0.034,0.179,0.0,0.0,0.787,-0.01,,0.0,,
